name,id,follower,following,year,score,bot,url
GBNghalandary,878604849125916673,1822,3825,2017,0.906417992320351,True,https://twitter.com/intent/user?user_id=878604849125916673
shahadat_irr,1290296223736508416,4193,3967,2020,1.0,True,https://twitter.com/intent/user?user_id=1290296223736508416
_montazer___,1583083820663947265,134,91,2022,0.1213333333333333,False,https://twitter.com/intent/user?user_id=1583083820663947265
Mkhoobroo313,1533769863910629376,614,740,2022,0.2165853658536585,True,https://twitter.com/intent/user?user_id=1533769863910629376
zahra_zahedi60,1247582948720881666,4892,4846,2020,1.0,True,https://twitter.com/intent/user?user_id=1247582948720881666
marzi_83_sdt,1479865176220479489,745,803,2022,0.1937533512064342,False,https://twitter.com/intent/user?user_id=1479865176220479489
sara_hemat24,1583003811987312642,76,122,2022,0.2851948051948052,True,https://twitter.com/intent/user?user_id=1583003811987312642
Atiyeh_313,1572258291648004098,469,335,2022,0.1282978723404255,False,https://twitter.com/intent/user?user_id=1572258291648004098
Amirhosein31315,1526408794292555776,826,2161,2022,0.4703506650544135,True,https://twitter.com/intent/user?user_id=1526408794292555776
nekoteen_org,1519746633348665346,74,174,2022,0.4175999999999999,True,https://twitter.com/intent/user?user_id=1519746633348665346
1PhoenixWarrior,898044487964008448,576,1500,2017,0.1403812824956672,False,https://twitter.com/intent/user?user_id=898044487964008448
yavar_velayat,1524631899704111104,1689,1378,2022,0.2935384615384615,True,https://twitter.com/intent/user?user_id=1524631899704111104
_Eli1995_,1582089352296992771,701,785,2022,0.2012820512820513,True,https://twitter.com/intent/user?user_id=1582089352296992771
arab_irani,1522444930668548097,373,680,2022,0.3272727272727272,True,https://twitter.com/intent/user?user_id=1522444930668548097
malja135,1545994010526945281,967,1092,2022,0.2030578512396694,True,https://twitter.com/intent/user?user_id=1545994010526945281
7cPui32es4AZG40,1323982865986703361,475,990,2020,0.2495798319327731,True,https://twitter.com/intent/user?user_id=1323982865986703361
AVA_Forgivness,1414475543383351296,13825,13702,2021,1.0,True,https://twitter.com/intent/user?user_id=1414475543383351296
s_mohammad_76,1381423939499347968,8771,9091,2021,1.0,True,https://twitter.com/intent/user?user_id=1381423939499347968
Secman2020,2295702056,607,1907,2014,0.1693717105263157,False,https://twitter.com/intent/user?user_id=2295702056
sara_amiri78,1556986689263910912,804,1548,2022,0.3461366459627329,True,https://twitter.com/intent/user?user_id=1556986689263910912
khorshidezohoor,1569937468438319104,681,1489,2022,0.392991202346041,True,https://twitter.com/intent/user?user_id=1569937468438319104
Tyb_dsht1979,1389323667776045056,479,925,2021,0.2890625,True,https://twitter.com/intent/user?user_id=1389323667776045056
sonic_hajmeysam,1504064094629998596,712,2477,2022,0.6253295932678822,True,https://twitter.com/intent/user?user_id=1504064094629998596
Haimatitis,1482110285204836353,4415,4565,2022,1.0,True,https://twitter.com/intent/user?user_id=1482110285204836353
maalmmall,1534531130464079872,211,667,2022,0.5663207547169811,True,https://twitter.com/intent/user?user_id=1534531130464079872
Nilay9909,1478266082934853632,424,428,2022,0.1812705882352941,False,https://twitter.com/intent/user?user_id=1478266082934853632
khadem_1101,1582727754637795333,22,55,2022,0.4304347826086956,True,https://twitter.com/intent/user?user_id=1582727754637795333
samanmahoor,317262200,1823,884,2011,0.0261710526315789,False,https://twitter.com/intent/user?user_id=317262200
mrym12514139,1581726862895628294,12,176,2022,1.0,True,https://twitter.com/intent/user?user_id=1581726862895628294
farhad_balochi,1569972617834123264,1573,2572,2022,1.0,True,https://twitter.com/intent/user?user_id=1569972617834123264
mhp_13461,807608741545857030,1996,2102,2016,0.45471407110666,True,https://twitter.com/intent/user?user_id=807608741545857030
sedayenaein,1286629896186290177,1827,4403,2020,1.0,True,https://twitter.com/intent/user?user_id=1286629896186290177
MAzadpeima,1212881209937649664,262,506,2020,0.2308745247148289,True,https://twitter.com/intent/user?user_id=1212881209937649664
ykmontazer,1538881859404406785,296,629,2022,0.3812121212121211,True,https://twitter.com/intent/user?user_id=1538881859404406785
MSangariii,1579239280605634560,118,1607,2022,1.0,True,https://twitter.com/intent/user?user_id=1579239280605634560
ain_shefa,1344939432923832320,3299,2399,2021,1.0,True,https://twitter.com/intent/user?user_id=1344939432923832320
KGachsarani,1582242084035117056,50,202,2022,0.7129411764705883,True,https://twitter.com/intent/user?user_id=1582242084035117056
nimaabedi837092,1580871858190225408,83,242,2022,0.5185714285714287,True,https://twitter.com/intent/user?user_id=1580871858190225408
star09630,1574087449000697859,417,497,2022,0.2140191387559808,True,https://twitter.com/intent/user?user_id=1574087449000697859
mr30biil,1575431150281101312,4,44,2022,1.0,True,https://twitter.com/intent/user?user_id=1575431150281101312
artenio15,3958576469,103,258,2015,0.1339615384615384,False,https://twitter.com/intent/user?user_id=3958576469
alilashani76,1577507845767036928,1627,3478,2022,1.0,True,https://twitter.com/intent/user?user_id=1577507845767036928
syd10250384,1480821325447020545,609,681,2022,0.2009508196721312,True,https://twitter.com/intent/user?user_id=1480821325447020545
ghoghnoss5,1384414072490299398,1240,2252,2021,0.5443996776792909,True,https://twitter.com/intent/user?user_id=1384414072490299398
Saeidtaghipourr,1419679694526554112,362,751,2021,0.3103305785123967,True,https://twitter.com/intent/user?user_id=1419679694526554112
nikooiie,472405890,2701,4444,2012,0.54,True,https://twitter.com/intent/user?user_id=472405890
jafarzadehm11,1579728863445270530,7,49,2022,1.0,True,https://twitter.com/intent/user?user_id=1579728863445270530
azardokht79,1465719226984013831,1446,1707,2021,0.3539046302695231,True,https://twitter.com/intent/user?user_id=1465719226984013831
marzihh_18,1515851321672409088,254,259,2022,0.1828235294117647,False,https://twitter.com/intent/user?user_id=1515851321672409088
v_dejavu,1527919556487962624,535,662,2022,0.2223134328358209,True,https://twitter.com/intent/user?user_id=1527919556487962624
maman_marmar,1570538407025119235,311,547,2022,0.3155769230769231,True,https://twitter.com/intent/user?user_id=1570538407025119235
AliSarmadi9,1043196552712527877,1283,1842,2018,0.1721495327102804,False,https://twitter.com/intent/user?user_id=1043196552712527877
Tm14995093,1533902851860201475,301,545,2022,0.3248344370860927,True,https://twitter.com/intent/user?user_id=1533902851860201475
DavamiHossain,1551829023428313088,11,70,2022,1.0,True,https://twitter.com/intent/user?user_id=1551829023428313088
maaajnooon,3345774364,158,167,2015,0.0567169811320754,False,https://twitter.com/intent/user?user_id=3345774364
IranVtn,1579751166715592704,221,466,2022,0.3778378378378378,True,https://twitter.com/intent/user?user_id=1579751166715592704
soleymani000,1239509921651200001,627,218,2020,0.041656050955414,False,https://twitter.com/intent/user?user_id=1239509921651200001
00paradis00,1576252923922841600,191,298,2022,0.279375,True,https://twitter.com/intent/user?user_id=1576252923922841600
saeed_saburi,1105898432647049216,206,365,2019,0.158695652173913,False,https://twitter.com/intent/user?user_id=1105898432647049216
Haj_ahmad_aa,1216389174506459136,5530,4973,2020,1.0,True,https://twitter.com/intent/user?user_id=1216389174506459136
Hd6166310860,1574860379184074752,87,269,2022,0.5502272727272727,True,https://twitter.com/intent/user?user_id=1574860379184074752
malekmohamadi_m,1472593007300214786,69,145,2021,0.3107142857142858,True,https://twitter.com/intent/user?user_id=1472593007300214786
NwzK9,1564197307926577152,69,75,2022,0.1928571428571429,False,https://twitter.com/intent/user?user_id=1564197307926577152
AmirSaba1401,1499810814831869960,929,1722,2022,0.3332903225806451,True,https://twitter.com/intent/user?user_id=1499810814831869960
matin_asadolahi,791585652840292352,2387,3122,2016,0.54,True,https://twitter.com/intent/user?user_id=791585652840292352
Salar_jvp,2472697855,30,44,2014,0.0766451612903225,False,https://twitter.com/intent/user?user_id=2472697855
JManda96,1580168805505982466,43,75,2022,0.3068181818181818,True,https://twitter.com/intent/user?user_id=1580168805505982466
AghayePit,1555263056116154368,328,295,2022,0.1613981762917933,False,https://twitter.com/intent/user?user_id=1555263056116154368
Nora_7578,1547993302187646976,92,104,2022,0.2012903225806451,True,https://twitter.com/intent/user?user_id=1547993302187646976
Mahoora_fatemi,1580311279872446465,341,345,2022,0.181578947368421,False,https://twitter.com/intent/user?user_id=1580311279872446465
liveWidJustice,1497338357210300428,1420,2681,2022,0.6792118226600985,True,https://twitter.com/intent/user?user_id=1497338357210300428
Mahvash87387745,1323906208764469248,1518,2176,2020,1.0,True,https://twitter.com/intent/user?user_id=1323906208764469248
13Zahraa3,1562905756676280321,58,38,2022,0.1159322033898304,False,https://twitter.com/intent/user?user_id=1562905756676280321
GonAhmed9,1478296573037711362,8,106,2022,1.0,True,https://twitter.com/intent/user?user_id=1478296573037711362
zeinoo_banoo,1105486553084760064,3114,3263,2019,1.0,True,https://twitter.com/intent/user?user_id=1105486553084760064
saeedrh72,2973617631,1567,1808,2015,0.4981224489795918,True,https://twitter.com/intent/user?user_id=2973617631
amdanesh,717468662,2523,1066,2012,0.0456133122028526,False,https://twitter.com/intent/user?user_id=717468662
Babamoradi_H,1230555122733707269,1141,2280,2020,0.4791593695271454,True,https://twitter.com/intent/user?user_id=1230555122733707269
Hossein_2278,1581175119216615424,56,108,2022,0.3410526315789474,True,https://twitter.com/intent/user?user_id=1581175119216615424
Musa135791,1312027085888774151,2000,676,2020,0.0405397301349325,False,https://twitter.com/intent/user?user_id=1312027085888774151
osati_ir,2604917364,411,1610,2014,0.2110194174757281,True,https://twitter.com/intent/user?user_id=2604917364
1992alich1992,1575022259948879874,2762,3414,2022,1.0,True,https://twitter.com/intent/user?user_id=1575022259948879874
Arefdida,1170005049180905472,119,174,2019,0.1305,False,https://twitter.com/intent/user?user_id=1170005049180905472
HUUSFvy8K8xQPHr,1272952487381794827,297,555,2020,0.223489932885906,True,https://twitter.com/intent/user?user_id=1272952487381794827
mohammad_ir0098,1223865084931387392,6781,6999,2020,1.0,True,https://twitter.com/intent/user?user_id=1223865084931387392
mohammad222020,1477265063648141314,1316,2687,2022,0.7344874715261959,True,https://twitter.com/intent/user?user_id=1477265063648141314
favazpour2,1578274617579429888,40,352,2022,1.0,True,https://twitter.com/intent/user?user_id=1578274617579429888
Seyede_m,1572698652757336065,193,394,2022,0.3655670103092783,True,https://twitter.com/intent/user?user_id=1572698652757336065
GregoryIsmai,1526999090042531840,47,114,2022,0.4275,True,https://twitter.com/intent/user?user_id=1526999090042531840
lynjfy14,1547653430042234881,794,983,2022,0.222566037735849,True,https://twitter.com/intent/user?user_id=1547653430042234881
abedini_1378,1574295245629493250,136,444,2022,0.5833576642335767,True,https://twitter.com/intent/user?user_id=1574295245629493250
msnqmq,1381654421864656904,716,1302,2021,0.2723849372384937,True,https://twitter.com/intent/user?user_id=1381654421864656904
masoud5603,3017063289,969,1472,2015,0.0819463917525773,False,https://twitter.com/intent/user?user_id=3017063289
atresib2019,1580904924732588033,227,703,2022,0.5549999999999999,True,https://twitter.com/intent/user?user_id=1580904924732588033
alijahani75_,1555074511346745347,31,58,2022,0.32625,True,https://twitter.com/intent/user?user_id=1555074511346745347
f_j1370,1447599725839011844,1217,1935,2021,0.4766009852216749,True,https://twitter.com/intent/user?user_id=1447599725839011844
Feshferak,1521569286686490625,12,209,2022,1.0,True,https://twitter.com/intent/user?user_id=1521569286686490625
qrar_r,1500221550049562627,5308,5648,2022,1.0,True,https://twitter.com/intent/user?user_id=1500221550049562627
bluesky97766,1580953906020057090,18,43,2022,0.4073684210526315,True,https://twitter.com/intent/user?user_id=1580953906020057090
hadinik_a,1213790250973065216,3949,4095,2020,1.0,True,https://twitter.com/intent/user?user_id=1213790250973065216
moharra70257790,1336560989261717505,962,2886,2020,0.3596261682242991,True,https://twitter.com/intent/user?user_id=1336560989261717505
AliHuss14369664,1149280002535329792,5756,6125,2019,1.0,True,https://twitter.com/intent/user?user_id=1149280002535329792
moein120151098,1376119895369396230,859,1450,2021,0.2529069767441861,True,https://twitter.com/intent/user?user_id=1376119895369396230
SIAMAK_NO_ONE,986298373165731840,1384,1762,2018,0.1526642599277978,False,https://twitter.com/intent/user?user_id=986298373165731840
sardare_delhha,1378775386033692672,1319,2470,2021,0.5613636363636364,True,https://twitter.com/intent/user?user_id=1378775386033692672
Fatemeh7424,1575435639020888064,34,54,2022,0.2777142857142857,True,https://twitter.com/intent/user?user_id=1575435639020888064
AkhterAhmad12,1450057929596366853,1251,4260,2021,1.0,True,https://twitter.com/intent/user?user_id=1450057929596366853
dokhtarekh0ub,1506921470261346305,312,375,2022,0.2156549520766773,True,https://twitter.com/intent/user?user_id=1506921470261346305
Seyedi811,1476599636878151683,715,411,2021,0.0861033519553072,False,https://twitter.com/intent/user?user_id=1476599636878151683
ahmadasadi0,1042023395968339968,93,124,2018,0.0791489361702127,False,https://twitter.com/intent/user?user_id=1042023395968339968
saeidehhabibi,1247505878510600194,88,226,2020,0.3047191011235955,True,https://twitter.com/intent/user?user_id=1247505878510600194
Mehdi1099946466,1112865388298203137,2205,3140,2019,0.8999999999999999,True,https://twitter.com/intent/user?user_id=1112865388298203137
a80797247,1574842012805009408,35,88,2022,0.44,True,https://twitter.com/intent/user?user_id=1574842012805009408
yazdanpanaah_ir,860480036754907136,512,867,2017,0.0912631578947368,False,https://twitter.com/intent/user?user_id=860480036754907136
MadmazelS,1248334836865150976,2101,1830,2020,1.0,True,https://twitter.com/intent/user?user_id=1248334836865150976
R2517A,1483320728451792897,4763,5240,2022,1.0,True,https://twitter.com/intent/user?user_id=1483320728451792897
NargesParsa,1234772077267374080,780,803,2020,0.1233802816901408,False,https://twitter.com/intent/user?user_id=1234772077267374080
Sarbazharam,1556978827875721217,1520,2733,2022,1.0,True,https://twitter.com/intent/user?user_id=1556978827875721217
eshghalijan,1314137464773124096,2959,3830,2020,1.0,True,https://twitter.com/intent/user?user_id=1314137464773124096
mahdi_mirzadh,1562372716329840640,856,829,2022,0.1741190198366394,False,https://twitter.com/intent/user?user_id=1562372716329840640
HAqbaly,1576393202239537152,1720,3542,2022,1.0,True,https://twitter.com/intent/user?user_id=1576393202239537152
ToobaMedia,1158362864660492289,1821,1997,2019,0.7891547749725577,True,https://twitter.com/intent/user?user_id=1158362864660492289
ftme9800,1531372055244988416,2371,1643,2022,0.9974367622259698,True,https://twitter.com/intent/user?user_id=1531372055244988416
JasmMarden,1496480083720159239,66,456,2022,1.0,True,https://twitter.com/intent/user?user_id=1496480083720159239
GooyaAbdoreza,958029505,961,1017,2012,0.057087318087318,False,https://twitter.com/intent/user?user_id=958029505
MohanaHoseini3,1428037113010954249,1047,2232,2021,0.6389312977099237,True,https://twitter.com/intent/user?user_id=1428037113010954249
Hadarakfira,1463421110830043138,2234,1875,2021,1.0,True,https://twitter.com/intent/user?user_id=1463421110830043138
zeinab70310251,1436361214628671495,5468,5343,2021,1.0,True,https://twitter.com/intent/user?user_id=1436361214628671495
rda26554908,1557353219545829376,864,956,2022,0.1989364161849711,False,https://twitter.com/intent/user?user_id=1557353219545829376
lofty___boy,1546923923094360065,940,973,2022,0.1861211477151966,False,https://twitter.com/intent/user?user_id=1546923923094360065
ALI__MP,1511022977671909388,582,564,2022,0.1741337907375643,False,https://twitter.com/intent/user?user_id=1511022977671909388
ml57139464,1579339323916288001,256,468,2022,0.3277821011673152,True,https://twitter.com/intent/user?user_id=1579339323916288001
mahdieh__d,1577668700026671110,1007,1097,2022,0.3917857142857143,True,https://twitter.com/intent/user?user_id=1577668700026671110
AdibiSareh,1220025659432603648,736,490,2020,0.0797829036635006,False,https://twitter.com/intent/user?user_id=1220025659432603648
Kosar40283010,1489190194175778822,6205,6752,2022,1.0,True,https://twitter.com/intent/user?user_id=1489190194175778822
reza27180,912899363273404417,10009,7485,2017,0.9,True,https://twitter.com/intent/user?user_id=912899363273404417
reza27180,912899363273404417,10010,7485,2017,0.9,True,https://twitter.com/intent/user?user_id=912899363273404417
amirhosein_ra_,1437414453830721543,4234,4353,2021,1.0,True,https://twitter.com/intent/user?user_id=1437414453830721543
18_afson,1573260898906480641,88,177,2022,0.3579775280898876,True,https://twitter.com/intent/user?user_id=1573260898906480641
Nazli_313,1579112588482433027,100,213,2022,0.3796039603960396,True,https://twitter.com/intent/user?user_id=1579112588482433027
Aida_rahmani72,1578843936638238720,195,369,2022,0.3388775510204082,True,https://twitter.com/intent/user?user_id=1578843936638238720
51Raha,1479766748316323841,2073,3578,2022,1.0,True,https://twitter.com/intent/user?user_id=1479766748316323841
hossein_miriii,1358151333505867776,255,321,2021,0.1880859375,False,https://twitter.com/intent/user?user_id=1358151333505867776
iran_313_iran,1575263287465353216,529,588,2022,0.1996981132075471,False,https://twitter.com/intent/user?user_id=1575263287465353216
374__AmirAli,1513389402097025031,320,227,2022,0.1272897196261682,False,https://twitter.com/intent/user?user_id=1513389402097025031
Tanha6310,880353064477233152,626,856,2017,0.0737224880382775,False,https://twitter.com/intent/user?user_id=880353064477233152
mmbabameris,1328309364709601280,1399,1359,2020,0.2329714285714286,True,https://twitter.com/intent/user?user_id=1328309364709601280
sangdel1370,1487469932375732227,6994,5715,2022,1.0,True,https://twitter.com/intent/user?user_id=1487469932375732227
Asmashiravand83,1516074621266759691,652,750,2022,0.2067381316998468,True,https://twitter.com/intent/user?user_id=1516074621266759691
E_Kh_D_94,1216278703497523200,5673,3913,2020,1.0,True,https://twitter.com/intent/user?user_id=1216278703497523200
hrajaeefard,873067062913941506,197,254,2017,0.0692727272727272,False,https://twitter.com/intent/user?user_id=873067062913941506
hoseinshekar128,2883856692,15196,11250,2014,0.9,True,https://twitter.com/intent/user?user_id=2883856692
dayana6362,1288554917750165505,2151,1887,2020,1.0,True,https://twitter.com/intent/user?user_id=1288554917750165505
SanaAlimohamadi,1305467867538894848,15477,14750,2020,1.0,True,https://twitter.com/intent/user?user_id=1305467867538894848
JmalySna,1562146076580364290,131,190,2022,0.2590909090909091,True,https://twitter.com/intent/user?user_id=1562146076580364290
MissCarroll066,1566831962697900032,12,22,2022,0.3046153846153846,True,https://twitter.com/intent/user?user_id=1566831962697900032
MissCarroll066,1566831962697900032,11,22,2022,0.33,True,https://twitter.com/intent/user?user_id=1566831962697900032
FarzamSayd,1577837041592799232,11,44,2022,0.66,True,https://twitter.com/intent/user?user_id=1577837041592799232
seedbenam,1561313779643813890,1048,1978,2022,0.6788179218303145,True,https://twitter.com/intent/user?user_id=1561313779643813890
mehrdad_m_y,1428980889464287234,1658,2148,2021,1.0,True,https://twitter.com/intent/user?user_id=1428980889464287234
Zahrahosseini72,1541651756475621376,712,915,2022,0.2309957924263674,True,https://twitter.com/intent/user?user_id=1541651756475621376
sara_esmaie,1533317635152166912,714,1111,2022,0.2796923076923077,True,https://twitter.com/intent/user?user_id=1533317635152166912
MasumeSolhi,1571559317848858629,483,448,2022,0.1666115702479339,False,https://twitter.com/intent/user?user_id=1571559317848858629
sydmamadhossein,1556888073509765120,44,87,2022,0.348,True,https://twitter.com/intent/user?user_id=1556888073509765120
hanieh58297036,1556707553408679938,2202,3377,2022,1.0,True,https://twitter.com/intent/user?user_id=1556707553408679938
Samy6630,1511600431268569088,832,1101,2022,0.2379111644657863,True,https://twitter.com/intent/user?user_id=1511600431268569088
hoseiinsd,1573415013506859017,544,456,2022,0.150605504587156,False,https://twitter.com/intent/user?user_id=1573415013506859017
ya_mah313di,1466060523586428929,3415,4892,2021,1.0,True,https://twitter.com/intent/user?user_id=1466060523586428929
mikael_rafiei2,1515964563069542401,1723,2417,2022,1.0,True,https://twitter.com/intent/user?user_id=1515964563069542401
Sotiyam_,1554547532528865284,242,282,2022,0.2088888888888889,True,https://twitter.com/intent/user?user_id=1554547532528865284
Speaker33270522,1575072512530055169,307,696,2022,0.4067532467532467,True,https://twitter.com/intent/user?user_id=1575072512530055169
hamidj652,1308879548616830976,2066,2074,2020,1.0,True,https://twitter.com/intent/user?user_id=1308879548616830976
Bn_Kamel_Sh,1521120298665394181,1475,2229,2022,0.5436585365853659,True,https://twitter.com/intent/user?user_id=1521120298665394181
Khanom_farahani,1392213458465161217,8995,8702,2021,1.0,True,https://twitter.com/intent/user?user_id=1392213458465161217
IRRezaShabani,1141793079797702656,1748,1952,2019,0.8035677530017151,True,https://twitter.com/intent/user?user_id=1141793079797702656
En_farzin,1558423051221565442,2133,4126,2022,1.0,True,https://twitter.com/intent/user?user_id=1558423051221565442
AyranShqm,1572534654963515396,138,478,2022,0.6189928057553956,True,https://twitter.com/intent/user?user_id=1572534654963515396
fatemehevin,1265892636390567936,1252,1967,2020,0.3767597765363128,True,https://twitter.com/intent/user?user_id=1265892636390567936
137ALIREZA,1534070830128574464,1638,2760,2022,1.0,True,https://twitter.com/intent/user?user_id=1534070830128574464
SarmadMirani1,1280157627524222976,23,46,2020,0.23,True,https://twitter.com/intent/user?user_id=1280157627524222976
mohsenabedi_dev,947392019344785409,243,536,2017,0.1186229508196721,False,https://twitter.com/intent/user?user_id=947392019344785409
Hani_R_,957117650634764288,2328,2536,2018,0.6,True,https://twitter.com/intent/user?user_id=957117650634764288
mahdi86812151,1569347953315176449,261,390,2022,0.2679389312977099,True,https://twitter.com/intent/user?user_id=1569347953315176449
mtfr45366212,1572177479552335879,72,105,2022,0.2589041095890411,True,https://twitter.com/intent/user?user_id=1572177479552335879
freeandunbound,1572494984162512896,111,568,2022,0.9128571428571428,True,https://twitter.com/intent/user?user_id=1572494984162512896
Reza40355670,960434968123133953,1665,3254,2018,0.9375270108043215,True,https://twitter.com/intent/user?user_id=960434968123133953
AzamNezam,1572476312501063682,161,342,2022,0.38,True,https://twitter.com/intent/user?user_id=1572476312501063682
H_Harati_Zadeh,1540959086686224385,97,216,2022,0.3967346938775509,True,https://twitter.com/intent/user?user_id=1540959086686224385
amirhamzeh133,1159775764956504065,3443,4889,2019,1.0,True,https://twitter.com/intent/user?user_id=1159775764956504065
velayate59,1476209491255476232,2853,4647,2021,1.0,True,https://twitter.com/intent/user?user_id=1476209491255476232
Navidmehr7,1548749501044871169,1120,1737,2022,0.5578233719892953,True,https://twitter.com/intent/user?user_id=1548749501044871169
AmirParsa1995,1233639191478775813,15087,9799,2020,1.0,True,https://twitter.com/intent/user?user_id=1233639191478775813
Sariya2001V,1441294331843780616,986,1860,2021,0.2826747720364741,True,https://twitter.com/intent/user?user_id=1441294331843780616
Mg_Shahan,1419713644779147265,1423,1617,2021,0.3406601123595506,True,https://twitter.com/intent/user?user_id=1419713644779147265
ParvazeBiparva,1571908269941080066,507,1483,2022,0.5254724409448819,True,https://twitter.com/intent/user?user_id=1571908269941080066
mahla1996,1565925335908204544,52,91,2022,0.3090566037735849,True,https://twitter.com/intent/user?user_id=1565925335908204544
Cenna27119128,1498747462428864516,266,516,2022,0.3478651685393258,True,https://twitter.com/intent/user?user_id=1498747462428864516
